claim,claim_label
consensus on humancaused global warming has been disproven,REFUTES
water vapor in the stratosphere stopped global warming,SUPPORTS
adapting to global warming is cheaper than preventing it,DISPUTED
cern cloud experiment proved cosmic rays are causing global warming,DISPUTED
water levels correlate with sunspots,NOT_ENOUGH_INFO
antarctica is too cold to lose ice,DISPUTED
coral atolls grow as sea levels rise,SUPPORTS
co increase is natural not humancaused,REFUTES
scientists retracted claim that sea levels are rising,REFUTES
renewable energy investment kills jobs,REFUTES
co limits wont cool the planet,NOT_ENOUGH_INFO
schmittner finds low climate sensitivity,NOT_ENOUGH_INFO
greenland has only lost a tiny fraction of its ice mass,REFUTES
arctic sea ice extent was lower in the past,REFUTES
climate change isnt increasing extreme weather damage costs,REFUTES
uah atmospheric temperatures prove climate models andor surface temperature data sets are wrong,NOT_ENOUGH_INFO
ipcc humancaused global warming attribution confidence is unfounded,REFUTES
we didnt have global warming during the industrial revolution,NOT_ENOUGH_INFO
hansen predicted in the west side highway would be underwater in years,NOT_ENOUGH_INFO
great barrier reef is in good shape,DISPUTED
postma disproved the greenhouse effect,NOT_ENOUGH_INFO
underground temperatures control climate,NOT_ENOUGH_INFO
global warming is increasing the risk of heatwaves,SUPPORTS
climate reacts to whatever forces it to change at the time humans are now the dominant forcing,SUPPORTS
in the last years of global warming sun and climate have been going in opposite directions,SUPPORTS
of climate experts agree humans are causing global warming,SUPPORTS
the warming trend is the same in rural and urban areas measured by thermometers and satellites,DISPUTED
satellites measure antarctica losing land ice at an accelerating rate,DISPUTED
worry about global warming impacts in the next years not an ice age in over years,NOT_ENOUGH_INFO
recent studies agree that recent global temperatures are unprecedented in the last years,NOT_ENOUGH_INFO
al gores book is quite accurate and far more accurate than contrarian books,SUPPORTS
most glaciers are retreating posing a serious problem for millions who rely on glaciers for water,SUPPORTS
cosmic rays show no trend over the last years have had little impact on recent global warming,DISPUTED
extreme weather events are being made more frequent and worse by global warming,SUPPORTS
a variety of different measurements find steadily rising sea levels over the past century,SUPPORTS
urban and rural regions show the same warming trend,DISPUTED
the strong co effect has been observed by many different measurements,NOT_ENOUGH_INFO
the most recent ocean measurements show consistent warming,SUPPORTS
climate scientists could make far more money in other careers most notably working for the oil industry,NOT_ENOUGH_INFO
ancient natural cycles are irrelevant for attributing recent global warming to humans,DISPUTED
the natural cycle adds and removes co to keep a balance humans add extra co without removing any,SUPPORTS
numerous papers have documented how ipcc predictions are more likely to underestimate the climate response,DISPUTED
rising co increases atmospheric water vapor which makes global warming much worse,SUPPORTS
polar bears are in danger of extinction as well as many other species,SUPPORTS
the benefits of a price on carbon outweigh the costs several times over,NOT_ENOUGH_INFO
other parts of the earth got colder when greenland got warmer,NOT_ENOUGH_INFO
greenland on the whole is losing ice as confirmed by satellite measurement,SUPPORTS
the effects of enhanced co on terrestrial plants are variable and complex and dependent on numerous factors,SUPPORTS
mars and jupiter are not warming and anyway the sun has recently been cooling slightly,NOT_ENOUGH_INFO
thick arctic sea ice is in rapid retreat,SUPPORTS
there is longterm correlation between co and global temperature other effects are shortterm,SUPPORTS
scientists have determined that the factors which caused the little ice age cooling are not currently causing global warming,SUPPORTS
global temperature is still rising and was the hottest recorded,SUPPORTS
when co was higher in the past the sun was cooler,NOT_ENOUGH_INFO
early th century warming is due to several causes including rising co,SUPPORTS
the most recent satellite data show that the earth as a whole is warming,SUPPORTS
a cold day in chicago in winter has nothing to do with the trend of global warming,SUPPORTS
no known natural forcing fits the fingerprints of observed warming except anthropogenic greenhouse gases,SUPPORTS
the pdo shows no trend and therefore the pdo is not responsible for the trend of global warming,NOT_ENOUGH_INFO
the nd law of thermodynamics is consistent with the greenhouse effect which is directly observed,SUPPORTS
weather and climate are different climate predictions do not need weather detail,REFUTES
those who contribute the least greenhouse gases will be most impacted by climate change,SUPPORTS
evidence is building that net cloud feedback is likely positive and unlikely to be strongly negative,SUPPORTS
that human co is causing global warming is known with high certainty confirmed by observations,SUPPORTS
sea level rise is now increasing faster than predicted due to unexpectedly rapid ice melting,SUPPORTS
the oceans are warming and moreover are becoming more acidic threatening the food chain,SUPPORTS
around of climate experts agree that humans are causing global warming,DISPUTED
methane plays a minor role in global warming but could get much worse if permafrost starts to melt,SUPPORTS
co levels are measured by hundreds of stations across the globe all reporting the same trend,SUPPORTS
multiple lines of independent evidence indicate humidity is rising and provides positive feedback,NOT_ENOUGH_INFO
hundreds of flowers across the uk are flowering earlier now than any time in years,NOT_ENOUGH_INFO
co is increasing rapidly and is reaching levels not seen on the earth for millions of years,SUPPORTS
the decline refers to a decline in northern treerings not global temperature and is openly discussed in papers and the ipcc reports,SUPPORTS
global warming and climate change mean different things and have both been used for decades,DISPUTED
the sun has not warmed since and so cannot be driving global warming,SUPPORTS
the ocean is absorbing massive amounts of co and is becoming more acidic as a result,DISPUTED
monckton used the ipcc equation in an inappropriate manner,NOT_ENOUGH_INFO
theory models and direct measurement confirm co is currently the main driver of climate change,SUPPORTS
if every nation agrees to limit co emissions we can achieve significant cuts on a global scale,SUPPORTS
the actual data show high northern latitudes are warmer today than in,SUPPORTS
when you account for all of the costs associated with burning coal and other fossil fuels like air pollution and health effects in reality they are significantly more expensive than most renewable energy sources,DISPUTED
global sea level data shows that sea level rise has been increasing since while future sea level rise predictions are based on physics not statistics,SUPPORTS
humans are small but powerful and human co emissions are causing global warming,SUPPORTS
lindzen and choi’s paper is viewed as unacceptably flawed by other climate scientists,SUPPORTS
the iris hypothesis has not withstood the test of time subsequent research,NOT_ENOUGH_INFO
a large amount of warming is delayed and if we don’t act now we could pass tipping points,SUPPORTS
jim hansen had several possible scenarios his midlevel scenario b was right,NOT_ENOUGH_INFO
volcanoes have had no warming effect in recent global warming if anything a cooling effect,NOT_ENOUGH_INFO
arctic sea ice has shrunk by an area equal to western australia and summer or multiyear sea ice might be all gone within a decade,SUPPORTS
the claim sea level isn’t rising is based on blatantly doctored graphs contradicted by observations,SUPPORTS
the ipcc simply updated their temperature history graphs to show the best data available at the time,NOT_ENOUGH_INFO
an independent inquiry found cru is a small research unit with limited resources and their rigour and honesty are not in doubt,SUPPORTS
benny peiser the oreskes critic retracted his criticism,SUPPORTS
trenberth is talking about the details of energy flow not whether global warming is happening,REFUTES
melting ice leads to more sunlight being absorbed by water thus heating the arctic,SUPPORTS
temperature errors in the great lakes region are not used in any global temperature records,NOT_ENOUGH_INFO
multiple lines of evidence make it very clear that the rise in atmospheric co is due to human emissions,SUPPORTS
that humans are causing the rise in atmospheric co is confirmed by multiple isotopic analyses,SUPPORTS
co levels are rising so fast that unless we decrease emissions global warming will accelerate this century,SUPPORTS
peerreviewed research physics and math all tell us that a grand solar minimum would have no more than a °c cooling effect barely enough to put a dent in humancaused global warming,NOT_ENOUGH_INFO
preventing global warming is relatively cheap businessasusual will cause accelerating climate damage costs that economists struggle to even estimate,SUPPORTS
the global trend is calculated from hundreds of co measuring stations and confirmed by satellites,NOT_ENOUGH_INFO
the cern cloud experiment only tested onethird of one out of four requirements necessary to blame global warming on cosmic rays and two of the other requirements have already failed,SUPPORTS
venus very likely underwent a runaway or ‘moist’ greenhouse phase earlier in its history and today is kept hot by a dense co atmosphere,SUPPORTS
if anyone claims to be part of the percent it means they disagree with the contrarian argument that humans are having a minimal impact on global warming,SUPPORTS
thousands of coral atolls have drowned when unable to grow fast enough to survive at sea level,DISPUTED
internal variability can only account for small amounts of warming and cooling over periods of decades and scientific studies have consistently shown that it cannot account for the global warming over the past century,NOT_ENOUGH_INFO
many lines of evidence including simple accounting demonstrate beyond a shadow of a doubt that the increase in atmospheric co is due to human fossil fuel burning,SUPPORTS
global surface temperatures have continued to rise steadily beneath shortterm natural cooling effects and the rise in global heat content has not slowed at all,SUPPORTS
cfcs contribute to global waerming at a small level,REFUTES
co limits wont cool the planet but they can make the difference between continued accelerating global warming to catastrophic levels vs slowing and eventually stopping the warming at hopefully safe levels,SUPPORTS
study finds low probability of both very low and very high climate sensitivities and its lower estimate as compared to the ipcc is based on a new temperature reconstruction of the last glacial maximum that may or may not withstand the test of time,SUPPORTS
greenlands ice loss is accelerating will add metres of sea level rise in upcoming centuries,SUPPORTS
while summer maximums have showed little trend the annual average arctic temperature has risen sharply in recent decades,DISPUTED
ben santer could not have and did not singlehandedly alter the ipcc report,DISPUTED
natural cycles superimposed on a linear warming trend can be mistaken for step changes but the underlying warming is caused by the external radiative forcing,SUPPORTS
a few degrees of global warming has a huge impact on ice sheets sea levels and other aspects of climate,SUPPORTS
satellite transmissions are extremely small and irrelevant,REFUTES
the temporary drop in sea level in was due to intense land flooding caused by a strong la nina,SUPPORTS
the ipcc confidence that humans are responsible for most of the current global warming is simply a summary of the peerreviewed scientific research,SUPPORTS
co emissions were much smaller years ago,SUPPORTS
postmas model contains many simple errors in no way does postma undermine the existence or necessity of the greenhouse effect,NOT_ENOUGH_INFO
the amount of heat energy coming out of the earth is too small to even be worth considering,DISPUTED
humans have been through climate changes before but mostly cold ones and,SUPPORTS
environment minister greg hunt the coalitions emissions reduction fund at per tonne of carbon is around per cent of the cost of reducing carbon under the former labor governments carbon pricing scheme which he cost a tonne,NOT_ENOUGH_INFO
hfcs hydrofluorocarbons are tens of thousands of times more polluting than carbon dioxide,SUPPORTS
in particular satellite data demonstrate for the last years theres been zero warming,DISPUTED
the conservatives recent budget made no mention of climate change,NOT_ENOUGH_INFO
trudeaus carbon tax will raise gas prices by centslitre,NOT_ENOUGH_INFO
percent of the carbon emissions which you so want to get rid of are caused by nature,NOT_ENOUGH_INFO
climate change is a hoax invented by the chinese,SUPPORTS
every year air pollution protections are delayed another people will die prematurely,SUPPORTS
rob portman voted for the bipartisan bill to affirm climate change is real humans significantly contribute to it and it needs to be addressed,DISPUTED
the cascading effects of climate change contributed to the rise of isis,NOT_ENOUGH_INFO
wind is a finite resource and harnessing it would slow the winds down which would cause the temperature to go up,SUPPORTS
koch industries is among the worst in toxic air pollution in the entire united states and churns out more climatechanging greenhouse gases than oil giants chevron shell and valero,REFUTES
a august article from a new zealand newspaper contained a brief story about how burning coal might produce future warming by adding carbon dioxide to the atmosphere,SUPPORTS
a major part of the climate change bill sponsored by sens john kerry and joe lieberman was essentially written by bp,SUPPORTS
a video shows koko the gorilla spontaneously using sign language to issue a warning about climate change,NOT_ENOUGH_INFO
after the terrorist attacks grounded commercial air traffic there was a temperature drop while the airplanes werent flying for the week afterwards,NOT_ENOUGH_INFO
alaska sen mark begich is on record supporting a carbon tax even pushing harry reid to make it a priority,DISPUTED
australia has more solar coverage than any other continent,NOT_ENOUGH_INFO
australian households will benefit to the tune of a year if the carbon tax is axed,NOT_ENOUGH_INFO
barack obama and joe biden will establish a percent federal renewable portfolio standard rps to require that percent of electricity consumed in the us is derived from clean sustainable energy sources like solar wind and geothermal by,SUPPORTS
barack obama supports proposals to devote billions of dollars annually to state game and fish agencies and federal land management agencies to help them ensure that fish and wildlife survive the impacts of climate change,SUPPORTS
barack obama told the us coast guard academy that the number one threat to the military and the world today is global warming,NOT_ENOUGH_INFO
barack obama will help the gulf coast restore the wetlands marshes and barrier islands that are critical to tamping down the force of hurricanes,NOT_ENOUGH_INFO
as president obama will immediately close the mississippi river gulf outlet which experts say funneled floodwater into new orleans,NOT_ENOUGH_INFO
big rooftop solars plan forces nevada families who dont have solar panels to pay higher power bills to subsidize rooftop solar,NOT_ENOUGH_INFO
bill nye proposed penalizing families with too many children to reduce population growth and slow climate change,NOT_ENOUGH_INFO
california legislators have made it illegal for anyone to deny climate change under threat of jail time,SUPPORTS
carbon dioxide is not a primary contributor to the global warming that we see,DISPUTED
climate scientist james hansen we have until perhaps years from now or maybe a little longer and at that point we are looking at feet of sealevel rise,DISPUTED
climate scientists have predicted global temperatures would increase more than one degree celsius by but observed temperatures have been only half as high,NOT_ENOUGH_INFO
connie mack is protecting chevron oil from a multibillion dollar lawsuit over pollution of rivers and rainforests,SUPPORTS
currently florida is one of only five states in the nation that prohibit citizens from buying electricity from companies that will put solar panels on your home or business,REFUTES
despite attention on global warming fewer americans carpool today to work than carpooled in and suvs have never been a larger proportion of the vehicles being sold in this country,SUPPORTS
donald trump thinks that climate change is a hoax invented by the chinese,SUPPORTS
donald trump claims global warming is a hoax,SUPPORTS
donald trump signed an executive order naming climate change as a threat both to the economy and national security,NOT_ENOUGH_INFO
doubling the concentration of atmospheric co from its preindustrial level in the absence of other forcings and feedbacks would likely cause a warming of â°c to â°c,DISPUTED
during the recent global warming summit in copenhagen nancy pelosi and others stayed at a fivestar hotel on a trip costing nearly per person,NOT_ENOUGH_INFO
during a state house debate on a jobs and energy bill this week democrats offered an amendment that would put the legislature on record saying that climate change is real and that humans are causing it,DISPUTED
during the election campaign the coalition said its first legislative priority in government would be to scrap the carbon tax,SUPPORTS
electricity rates are percent higher in states that have required utility companies to use a certain amount of renewable energy such as solar power,SUPPORTS
every four minutes another american home or business goes solar,SUPPORTS
florida ranks th out of states for its regulatory climate for business,NOT_ENOUGH_INFO
germany managed to increase its use of renewables and its output of carbon dioxide at the same time because it resorted to cheap coal to keep the lights on at a price its people could afford,SUPPORTS
global warming leads to much quicker spread of the zika virus because the increased temperature makes mosquitoes mature faster,SUPPORTS
gov palin is somebody who actually doesnt believe that climate change is manmade,DISPUTED
greg hunt csiro research shows carbon emissions can be reduced by per cent over years using nature soils and trees,NOT_ENOUGH_INFO
if every house in florida had a solarheated water tank that would eliminate consumption by percent,NOT_ENOUGH_INFO
if sea levels rise six feet due to climate change waterplace park in providence and wickford village would be swamped,DISPUTED
if we got solar energy from an area of the southwestern desert miles on a side that would be enough in and of itself to provide percent of all the electricity needs for the united states of america in a full year,NOT_ENOUGH_INFO
in reality gas produced by fracking is worse for the climate than coal,REFUTES
in south florida weve had nine inches of sealevel rise since the s,REFUTES
it takes as much energy to make a solar panel as it likely generates in its entire life,NOT_ENOUGH_INFO
julia gillard decision not to argue against a fixed carbon price being labelled a carbon tax hurt terribly politically,REFUTES
may marked the st straight month of global temperatures exceeding the th century average,NOT_ENOUGH_INFO
measurements indicating that had relatively more sea ice in the arctic and less melting of glacial ice in greenland casts scientific doubt on the reality of global warming,REFUTES
melting of arctic sea ice and polar icecaps is not occurring at unnatural rates and does not constitute evidence of a human impact on the climate,NOT_ENOUGH_INFO
miami congressman carlos curbelo supports drilling offshore and repeatedly voted against president obamas ability to fight pollution and combat climate change,REFUTES
more money is dedicated within the department of homeland security to climate change than whats spent combating islamist terrorists radicalizing over the internet in the united states of america,NOT_ENOUGH_INFO
more than americans are employed by the domestic solar industry â three times as many workers as employed by the entire coal mining industry,DISPUTED
nasa finds antarctica is gaining ice,DISPUTED
new jersey is losing football fields of open space to development every day and the more we develop upstream the more flooding we have downstream,SUPPORTS
newspaper article from discusses arctic ocean climate change,NOT_ENOUGH_INFO
newt gingrich teamed with nancy pelosi and al gore on global warming,NOT_ENOUGH_INFO
no state generates as much solar power as california or has as many people whose jobs depend on it,NOT_ENOUGH_INFO
not only is there no scientific evidence that co is a pollutant higher co concentrations actually help ecosystems support more plant and animal life,DISPUTED
obama administrations clean power plan would have little or no effect on carbon dioxide emissions,REFUTES
over percent of the scientific community â¦ believe that humans are contributing to climate change,SUPPORTS
over the past eight years the united states has reduced our total carbon pollution more than any other nation on earth,REFUTES
president donald trump sent a video message to belgian citizens criticizing their government for being part of the paris climate change agreement,NOT_ENOUGH_INFO
president obamas proposal calls for serious cuts in our own longterm carbon emissions but china and india will still be allowed to increase their emissions,REFUTES
presidentelect trump has selected a climate change skeptic to head the team in charge of the transition between obama and trumps environmental protection agencies,NOT_ENOUGH_INFO
recent recordlow water levels in lake michigan are evidence that global warming is leading to the evaporation of our great lakes,SUPPORTS
scientists are questioning the original idea that manmade global warming is what is causing the climate to change,REFUTES
scientists project that the arctic will be icefree in the summer of,REFUTES
scotlands climate targets are toughest in the world,NOT_ENOUGH_INFO
sen george lemieux voted to let oil companies off the hook and overturn pollution rules,DISPUTED
solar panels drain the suns energy,REFUTES
surface temperatures on earth have stabilized,REFUTES
tallahassee reduced its carbon intensity by roughly percent,NOT_ENOUGH_INFO
the s early start to daylight saving time contributed to global warming,NOT_ENOUGH_INFO
the business council the minerals council the australian industry group the australian chamber of commerce and industry have all called for the carbon tax to be repealed,NOT_ENOUGH_INFO
the carbon footprint on wind energy is significant,REFUTES
the carbon tax is partly to blame for the closure of alcoas point henry aluminium smelter,NOT_ENOUGH_INFO
the claim that percent of scientists believe humans are causing climate change has been debunked by the head of the united nations intergovernmental panel on climate change,NOT_ENOUGH_INFO
the climatechange agreement between the united states and china requires the chinese to do nothing at all for years,NOT_ENOUGH_INFO
and three nobel economic laureates support direct investment in technology rather than a carbon tax,NOT_ENOUGH_INFO
the epa director under obama said the clean power initiative would have no effect on manmade co emissions,REFUTES
the media created the term polar vortex and the cold air proves the ice isnt melting,NOT_ENOUGH_INFO
the most recent survey of climate scientists said about percent dont agree with the idea that percent of the change in the climate is caused by co,NOT_ENOUGH_INFO
the north pole is melting a bit but the south pole is getting bigger,NOT_ENOUGH_INFO
the obama administration has been constrained by the oil pollution act of which basically gives the responsible party the lead role in trying to not only fix the problem but contain the problem,SUPPORTS
the obama administration is proposing to mine another billion tons of wyoming coal which would unleash three times more carbon pollution than obamas clean power plan would even save through,NOT_ENOUGH_INFO
the obama administrations own environmental protection agency has said its clean power plan will have a marginal impact on climate change,NOT_ENOUGH_INFO
the united states is the leading nation in the world with the highest amount of doubt about the conventional wisdom of climate change,SUPPORTS
there are about solar energy jobs in the united states but only of them are in georgia,REFUTES
there are already more american jobs in the solar industry than in coal mining,SUPPORTS
there is a link between climate change and the nsw bushfires,DISPUTED
there is no relationship between temperature and carbon dioxide emissions by â­humans,REFUTES
there is not a single candidate in the republican primary that thinks we should do anything about climate change,REFUTES
they clinton and obama have never to my knowledge been involved in legislation nor hearings nor engagement on this issue climate change,NOT_ENOUGH_INFO
tony abbott the opposition must respect the governments mandate to overturn the carbon tax,DISPUTED
top scientist hal lewis resigns over climate change corruption,NOT_ENOUGH_INFO
us pays billion into green climate fund top polluters pay nothing,DISPUTED
us sen ron johnson led the fight to let polluters release unlimited amounts of carbon pollution and took nearly from polluters,NOT_ENOUGH_INFO
us sen ron johnson voted to let oil and gas companies emit unlimited carbon pollution into our air,NOT_ENOUGH_INFO
weather channel cofounder john coleman calls global warming a hoax,SUPPORTS
weather channel cofounder john coleman provided evidence that convincingly refutes the concept of anthropogenic global warming,DISPUTED
wisconsin employers have repeatedly said in surveys that our antibusiness litigation climate is one of the most important factors affecting their expansion decisions,NOT_ENOUGH_INFO
youre going to have an increase in the amount of ice in antarctica because of global warming,REFUTES
cutting speed limits could slow climate change,NOT_ENOUGH_INFO
bill gates claims pandemics misery will happen regularly if climate change is not stopped,SUPPORTS
opponents of climate action are getting twice as much airtime as proponents of climate action,NOT_ENOUGH_INFO
the lack of any sunspots suggests the current solar minimum is one of the deepest in years,NOT_ENOUGH_INFO
latest ipcc reports ar have shown global mean temperature forecasts from the ipcc report exceeded actual readings,REFUTES
the global surface mean temperaturechange data no longer have any scientific value and are nothing more than a propaganda tool to the public,NOT_ENOUGH_INFO
the rate of renewable energy installations in the eu in was less than half the maximum level achieved in,NOT_ENOUGH_INFO
past australian droughts occurred when global temperatures were lower than now and wetter years occurred when such temperatures were rising,SUPPORTS
any action by australia to reduce emissions of fossil fuels would not help to protect the reef unless there is an effective international agreement by major emitters,NOT_ENOUGH_INFO
there are fundamental faults in the statistical and scientific analyses used to justify the need for early and comprehensive mitigatory action by governments,NOT_ENOUGH_INFO
recent research also indicates that the quantity of fossil fuels staying in the atmosphere is much less than previously thought,NOT_ENOUGH_INFO
contrary to the hypothesis that rising temperature is caused by increasing co,DISPUTED
co is a greenhouse gas but is clearly subordinate to water vapour and other more significant factors determining global climate,NOT_ENOUGH_INFO
the millennium drought starting in and ending in was misinterpreted as a long term trend as a consequence of climate change,SUPPORTS
nor is there any evidence that levels as high as ppm of co did or could cause ocean acidity,NOT_ENOUGH_INFO
during the period to there was a cooling of the climate despite increasing co levels,REFUTES
over the past one million years climate cycles ranging from ice ages to warmer periods have been caused by changing levels of energy from the sun planetary alignments and ocean currents,SUPPORTS
the increase in atmospheric methane a greenhouse gas in the latter part of the th century was explained as coming from expansion of grazing and rice cultivation but the cause was found to be leaking gas pipelines in the soviet union which are now being properly managed and maintained,SUPPORTS
global methane levels published by csiro are now relatively stable showing fluctuations during el nino events,NOT_ENOUGH_INFO
heat waves are increasing at an alarming rate and heat kills,NOT_ENOUGH_INFO
global warming is causing more hurricanes and stronger hurricanes,SUPPORTS
global warming is increasing the magnitude and frequency of droughts and floods,SUPPORTS
global warming is causing snow to disappear,SUPPORTS
arctic antarctic and greenland ice loss is accelerating due to global warming,SUPPORTS
global warming responsible for record july warmth in alaska,SUPPORTS
rising atmospheric co concentrations are causing ocean acidification which is catastrophically harming marine life,SUPPORTS
when life is considered ocean acidification is often found to be a nonproblem or even a benefit,REFUTES
carbon pollution is a health hazard,SUPPORTS
the rate of global sea level rise on average has fallen by the last century,REFUTES
snowfall is increasing in the fall and winter in the northern hemisphere and north america with many records being set,SUPPORTS
the increase in damage in recent years is due to population growth in vulnerable areas and poor forest management,NOT_ENOUGH_INFO
droughts and floods have not changed since weve been using fossil fuels,DISPUTED
heat waves have been decreasing since the s in the us and globally,REFUTES
climategate cru emails suggest conspiracy,DISPUTED
hurricanes arent linked to global warming,NOT_ENOUGH_INFO
extreme weather isnt caused by global warming,REFUTES
arctic icemelt is a natural cycle,SUPPORTS
water vapor is the most powerful greenhouse gas,SUPPORTS
polar bear numbers are increasing,SUPPORTS
through its impacts on the climate co presents a danger to public health and welfare and thus qualifies as an air pollutant,SUPPORTS
were coming out of the little ice age,NOT_ENOUGH_INFO
nd law of thermodynamics contradicts greenhouse theory,NOT_ENOUGH_INFO
ipcc were wrong about himalayan glaciers,SUPPORTS
clouds provide negative feedback,DISPUTED
ipcc were wrong about amazon rainforests,NOT_ENOUGH_INFO
greenland ice sheet wont collapse,REFUTES
excess co from human emissions has a long residence time of over years,DISPUTED
scientists tried to hide the decline in global temperature,REFUTES
they changed the name from global warming to climate change,NOT_ENOUGH_INFO
global warming and climate change mean different things and have both been used for decades,REFUTES
ipcc overestimate temperature rise,REFUTES
peer review process was corrupted,SUPPORTS
global sea level data shows that sea level rise has been increasing since while future sea level rise predictions are based on physics not statistics,SUPPORTS
humans are too insignificant to affect global climate,REFUTES
lindzen and choi find low climate sensitivity,SUPPORTS
phil jones says no global warming since,NOT_ENOUGH_INFO
infrared iris will reduce global warming,DISPUTED
dropped stations introduce warming bias,REFUTES
treerings diverge from temperature after,NOT_ENOUGH_INFO
over scientists signed the oism petition project,SUPPORTS
less than half of published scientists endorse global warming,REFUTES
plant stomata show higher and more variable co levels,NOT_ENOUGH_INFO
freedom of information foi requests were ignored,SUPPORTS
tuvalu sea level isnt rising,REFUTES
renewables cant provide baseload power,REFUTES
satellite error inflated great lakes temperatures,NOT_ENOUGH_INFO
soares finds lack of correlation between co and temperature,NOT_ENOUGH_INFO
consensus on humancaused global warming has been disproven,REFUTES
an exponential increase in co will result in a linear increase in temperature,NOT_ENOUGH_INFO
adapting to global warming is cheaper than preventing it,SUPPORTS
venus doesnt have a runaway greenhouse effect,REFUTES
water levels correlate with sunspots,NOT_ENOUGH_INFO
co increase is natural not humancaused,REFUTES
renewable energy investment kills jobs,REFUTES
co limits wont cool the planet,NOT_ENOUGH_INFO
the schmittner et al study finds low probability of both very low and very high climate sensitivities and its lower estimate as compared to the ipcc is based on a new temperature reconstruction of the last glacial maximum that may or may not withstand the test of time,NOT_ENOUGH_INFO
greenland has only lost a tiny fraction of its ice mass,REFUTES
ben santer rewrote the ipcc report,NOT_ENOUGH_INFO
royal society embraces skepticism,SUPPORTS
ipcc graph showing accelerating trends is misleading,SUPPORTS
climate change isnt increasing extreme weather damage costs,REFUTES
uah atmospheric temperatures prove climate models andor surface temperature data sets are wrong,SUPPORTS
we didnt have global warming during the industrial revolution,DISPUTED
loehle and scafetta find a year cycle causing global warming,SUPPORTS
humans survived past climate changes,NOT_ENOUGH_INFO
we have had ice ages and warmer periods when alligators were found in spitzbergen,SUPPORTS
scientific analysis of past climates shows that greenhouse gasses principally co have controlled most ancient climate changes,SUPPORTS
this makes it clear that this time around humans are the cause mainly by our co emissions,SUPPORTS
the data suggests solar activity is influencing the global climate causing the world to get warmer,DISPUTED
in the last years of global warming the sun has shown a slight cooling trend,SUPPORTS
the consequences of climate change become increasingly bad after each additional degree of warming with the consequences of °c being quite damaging and the consequences of °c being potentially catastrophic,SUPPORTS
the petition project features over scientists signing the petition stating there is no convincing scientific evidence that human release of carbon dioxide will in the forseeable future cause catastrophic heating of the earths atmosphere,SUPPORTS
that humans are causing global warming is the position of the academies of science from countries plus many scientific organizations that study climate science,SUPPORTS
more specifically around of active climate researchers actively publishing climate papers endorse the consensus position,NOT_ENOUGH_INFO
all the indicators show that global warming is still happening,SUPPORTS
in fact global warming has stopped and a cooling is beginning,NOT_ENOUGH_INFO
no climate model has predicted a cooling of the earth – quite the contrary,NOT_ENOUGH_INFO
empirical measurements of the earths heat content show the planet is still accumulating heat and global warming is still happening,NOT_ENOUGH_INFO
surface temperatures can show shortterm cooling when heat is exchanged between the atmosphere and the ocean which has a much greater heat capacity than the air,SUPPORTS
models are full of fudge factors that are fitted to the existing climate so the models more or less agree with the observed data,DISPUTED
while there are uncertainties with climate models they successfully reproduce the past and have made predictions that have been subsequently confirmed by observations,DISPUTED
the warming trend is the same in rural and urban areas measured by thermometers and satellites and by natural thermometers,SUPPORTS
we found us weather stations located next to the exhaust fans of air conditioning units surrounded by asphalt parking lots and roads on blisteringhot rooftops and near sidewalks and buildings that absorb and radiate heat,NOT_ENOUGH_INFO
we found stations located at wastewater treatment plants where the process of waste digestion causes temperatures to be higher than in surrounding areas,SUPPORTS
numerous studies into the effect of urban heat island effect and microsite influences find they have negligible effect on longterm trends particularly when averaged over large regions,DISPUTED
the increase in temperatures since is a consistent feature of all reconstructions,SUPPORTS
natural temperature measurements also confirm the general accuracy of the instrumental temperature record,NOT_ENOUGH_INFO
a large number of ancient mass extinction events have been strongly linked to global climate change,SUPPORTS
because current climate change is so rapid the way species typically adapt eg migration is in most cases simply not be possible,REFUTES
every part of the earths climate system has continued warming since with shattering temperature records,SUPPORTS
but antarctica is losing land ice at an accelerating rate which has implications for sea level rise,NOT_ENOUGH_INFO
ice is expanding in much of antarctica contrary to the widespread public belief that global warming is melting the continental ice cap,DISPUTED
the majority of peer reviewed research at the time predicted warming due to increasing co,SUPPORTS
an article in science magazine illustrated that a rise in carbon dioxide did not precede a rise in temperatures but actually lagged behind temperature rises by to years,DISPUTED
when the earth comes out of an ice age the warming is not initiated by co but by changes in the earths orbit,NOT_ENOUGH_INFO
the warming causes the oceans to release co,SUPPORTS
the co amplifies the warming and mixes through the atmosphere spreading warming throughout the planet,SUPPORTS
so co causes warming and rising temperature causes co rise,SUPPORTS
overall about of the global warming occurs after the co increase,NOT_ENOUGH_INFO
his dr spencers latest research demonstrates that – in the short term at any rate – the temperature feedbacks that the ipcc imagines will greatly amplify any initial warming caused by co are netnegative attenuating the warming they are supposed to enhance,DISPUTED
his best estimate is that the warming in response to a doubling of co concentration which may happen this century unless the usual suspects get away with shutting down the economies of the west will be a harmless fahrenheit degree not the f predicted by the ipcc,REFUTES
climate sensitivity can be calculated empirically by comparing past temperature change to natural forcings at the time,SUPPORTS
some global warming skeptics argue that the earths climate sensitivity is so low that a doubling of atmospheric co will result in a surface temperature change on the order of °c or less and that therefore global warming is nothing to worry about,REFUTES
and since the last ice age ended almost exactly years ago… ice age now,NOT_ENOUGH_INFO
the warming effect from more co greatly outstrips the influence from changes in the earths orbit or solar activity even if solar levels were to drop to maunder minimum levels,SUPPORTS
